,datetime,p2,wind
26316,44698.98542,1.06,8.8
26317,44698.98889,0.89,8.1
26318,44698.992360000004,0.79,9.7
26319,44698.99583,0.76,7.4
26320,44698.99931,0.79,8.2
26321,44699.00278,0.74,8.6
26322,44699.00625,0.88,11.0
26323,44699.00972,0.8,9.0
26324,44699.01319,0.85,9.1
26325,44699.01667,1.03,8.3
26326,44699.02014,1.17,9.2
26327,44699.023610000004,1.21,8.7
26328,44699.02708,1.03,8.4
26329,44699.03056,0.93,9.4
26330,44699.03403,0.85,8.8
26331,44699.0375,0.73,8.6
26332,44699.04097,0.75,9.0
26333,44699.04444,0.72,8.7
26334,44699.04792,0.67,8.5
26335,44699.05139,0.76,9.7
26336,44699.054860000004,0.77,8.3
26337,44699.05833,0.97,8.9
26338,44699.06181,0.72,8.6
26339,44699.06528,0.79,9.0
26340,44699.06875,1.24,8.1
26341,44699.07222,0.79,9.1
26342,44699.07569,0.81,9.7
26343,44699.07917,1.13,8.1
26344,44699.08264,0.88,7.4
26345,44699.086110000004,0.8,7.1
26346,44699.09306,0.57,7.5
26347,44699.09653,0.55,6.8
26348,44699.1,0.55,6.6
26349,44699.10694,0.69,5.9
26350,44699.11042,0.7,6.6
26351,44699.11389,0.65,5.9
26352,44699.117360000004,0.64,5.3
26353,44699.12431,0.8,5.0
26354,44699.12778,0.69,0.1
26355,44699.13125,3.2,4.3
26356,44699.13472,6.67,4.8
26357,44699.13819,1.09,4.0
26358,44699.15208,0.89,5.1
26359,44699.15556,0.56,4.3
26360,44699.15903,0.53,4.8
26361,44699.1625,0.5,4.4
26362,44699.16597,0.46,4.8
26363,44699.25278,0.8,7.0
26364,44699.26319,0.79,6.2
26365,44699.26667,0.76,5.7
26366,44699.27014,0.66,5.4
26367,44699.273610000004,0.77,5.9
26368,44699.27708,0.82,6.2
26369,44699.28056,0.82,6.3
26370,44699.28403,1.13,6.1
26371,44699.2875,0.74,5.9
26372,44699.29097,0.84,6.4
26373,44699.29444,0.83,7.7
26374,44699.29792,0.81,7.5
26375,44699.30139,0.73,6.8
26376,44699.304860000004,0.65,6.7
26377,44699.32222,0.65,6.2
26378,44699.32569,0.63,6.5
26379,44699.32917,0.95,4.8
26380,44699.33264,0.6,5.4
26381,44699.336110000004,0.8,5.3
26382,44699.33958,0.66,5.1
26383,44699.34306,0.81,5.8
26384,44699.34653,0.87,5.2
26385,44699.35,1.47,4.8
26386,44699.35347,1.0,4.4
26387,44699.35694,0.81,5.6
26388,44699.367360000004,0.82,5.1
26389,44699.37083,0.76,5.0
26390,44699.37431,0.77,5.2
26391,44699.37778,0.74,6.2
26392,44699.38125,0.92,5.8
26393,44699.38472,1.74,5.2
26394,44699.38819,0.83,4.5
26395,44699.39167,0.78,5.0
26396,44699.39514,0.82,6.4
26397,44699.398610000004,0.89,6.1
26398,44699.40903,0.88,5.3
26399,44699.4125,0.91,3.4
26400,44699.41597,0.92,5.5
26401,44699.41944,0.92,6.4
26402,44699.42292,0.87,7.8
26403,44699.42639,0.85,5.7
26404,44699.429860000004,0.81,7.7
26405,44699.43333,0.87,5.8
26406,44699.43681,0.8,7.0
26407,44699.44028,0.81,6.0
26408,44699.46806,0.76,5.3
26409,44699.554860000004,0.76,4.6
26410,44699.69375,5.64,1.8
26411,44699.69722,1.91,1.3
26412,44699.98194,1.65,1.2
26413,44699.98542,1.51,1.5
26414,44699.98889,1.94,2.1
26415,44699.992360000004,1.41,1.9
26416,44699.99931,1.68,2.0
26417,44700.46458,1.85,6.3
26506,44700.94722,2.9,6.5
26507,44700.95069,2.45,5.4
26508,44700.95417,2.09,5.3
26509,44700.95764,2.61,5.6
26510,44700.961110000004,2.06,5.1
26511,44700.96458,2.72,5.3
26512,44700.96806,1.6,5.1
26513,44700.97153,1.61,4.4
26514,44700.975,1.72,4.3
26515,44700.97847,2.01,4.2
26516,44700.98194,1.82,5.0
26517,44700.98542,1.69,5.2
26518,44700.98889,1.67,5.1
26519,44700.992360000004,2.08,5.7
26520,44700.99583,2.09,6.5
26521,44700.99931,2.02,6.6
26522,44701.00278,1.6,7.5
26523,44701.00625,1.44,6.1
26524,44701.00972,1.66,4.7
26526,44701.01667,1.36,6.1
26527,44701.02014,1.32,5.5
26528,44701.023610000004,1.21,7.2
26529,44701.02708,1.14,6.7
26530,44701.03056,1.2,6.5
26531,44701.03403,1.14,4.8
26532,44701.0375,1.4,3.8
26533,44701.04097,1.16,6.3
26543,44701.07917,1.56,5.4
26544,44701.08264,1.65,6.4
26545,44701.086110000004,1.29,5.8
26546,44701.08958,1.42,6.6
26547,44701.1,1.34,7.2
26548,44701.10347,1.43,8.3
26549,44701.10694,1.3,7.2
26550,44701.11042,1.23,7.6
26551,44701.11389,1.38,8.6
26552,44701.117360000004,1.35,8.7
26553,44701.12083,1.16,8.3
26554,44701.12431,1.19,8.5
26555,44701.12778,1.41,8.4
26556,44701.13125,1.64,8.8
26557,44701.13472,1.36,8.4
26558,44701.13819,1.2,0.1
26560,44701.14514,1.17,8.2
26561,44701.148610000004,1.28,8.5
26562,44701.15208,1.22,9.0
26563,44701.15556,1.36,8.2
26564,44701.15903,1.37,8.7
26565,44701.1625,1.25,9.8
26566,44701.16597,1.14,10.2
26568,44701.17292,1.08,11.7
26569,44701.17639,1.16,12.3
26570,44701.179860000004,1.32,10.6
26571,44701.18333,1.08,7.9
26572,44701.18681,1.28,11.4
26573,44701.19028,1.31,9.7
26574,44701.19375,1.53,10.9
26575,44701.19722,1.23,10.7
26576,44701.20069,1.21,10.2
26594,44701.29097,1.38,11.2
26595,44701.29444,1.47,9.8
26596,44701.29792,1.5,10.9
26597,44701.30139,1.55,8.2
26598,44701.304860000004,1.57,7.8
26599,44701.30833,1.54,9.3
26600,44701.31181,1.56,8.5
26601,44701.31528,1.76,8.1
26602,44701.31875,1.54,10.3
26603,44701.32222,1.71,8.5
26604,44701.32569,1.58,9.8
26605,44701.32917,1.76,11.2
26631,44701.46458,1.86,3.9
26635,44701.5375,1.86,7.4
26664,44702.46458,1.86,15.8
26665,44702.57222,1.86,14.9
26700,44702.95069,1.24,14.0
26701,44702.95417,1.02,10.3
26702,44702.95764,1.86,13.0
26703,44702.961110000004,1.26,12.8
26704,44702.96458,1.09,13.0
26705,44702.96806,0.91,10.1
26706,44702.97153,0.97,11.7
26707,44702.975,1.43,13.5
26708,44702.97847,1.53,12.0
26709,44702.98194,1.03,13.2
26710,44702.98542,3.58,13.3
26711,44702.98889,0.98,12.8
26712,44703.00278,0.95,11.8
26713,44703.00625,0.74,12.6
26714,44703.00972,0.68,11.9
26715,44703.01319,1.34,11.4
26716,44703.01667,0.72,12.0
26717,44703.02014,0.62,11.2
26718,44703.023610000004,0.54,11.9
26719,44703.02708,0.54,10.7
26720,44703.03056,0.69,11.2
26721,44703.03403,0.7,12.7
26722,44703.0375,0.69,12.6
26723,44703.04097,0.73,12.5
26724,44703.04444,0.9,13.0
26725,44703.04792,0.85,12.6
26726,44703.05139,0.89,11.8
26727,44703.054860000004,0.93,14.9
26728,44703.05833,0.98,10.5
26729,44703.06181,1.05,12.7
26730,44703.06528,1.17,11.2
26731,44703.06875,1.23,10.7
26732,44703.07222,1.17,11.1
26733,44703.07569,1.22,12.6
26734,44703.07917,1.23,10.2
26735,44703.08264,1.24,9.4
26736,44703.086110000004,1.34,9.3
26737,44703.08958,0.85,8.5
26738,44703.1,0.95,9.4
26739,44703.10347,0.96,9.2
26740,44703.10694,0.95,8.4
26741,44703.11042,0.83,9.6
26742,44703.11389,0.9,9.0
26743,44703.117360000004,0.81,8.7
26744,44703.12083,0.74,7.8
26745,44703.12431,0.79,8.2
26746,44703.12778,0.77,7.5
26747,44703.13125,0.88,8.9
26748,44703.13472,0.77,7.5
26749,44703.13819,0.89,7.7
26761,44703.20069,0.76,7.8
26762,44703.20417,1.0,7.9
26763,44703.20764,0.79,7.8
26764,44703.211110000004,0.76,6.7
26765,44703.21458,0.87,5.2
26766,44703.21806,0.75,8.0
26767,44703.22153,0.89,5.7
26768,44703.23542,0.95,6.8
26772,44703.25625,1.23,7.0
26773,44703.25972,1.35,7.7
26774,44703.27014,1.39,6.3
26775,44703.273610000004,1.16,0.1
26776,44703.27708,1.11,8.1
26777,44703.28056,1.02,7.2
26778,44703.29097,1.1,7.3
26779,44703.30139,1.28,7.6
26780,44703.304860000004,0.91,7.2
26781,44703.30833,0.84,7.3
26782,44703.31181,0.85,6.7
26783,44703.31528,0.76,6.2
26784,44703.31875,0.79,6.4
26785,44703.32222,0.82,6.0
26786,44703.32569,0.93,7.0
26787,44703.336110000004,0.79,5.6
26788,44703.34653,0.88,5.6
26789,44703.35,1.05,5.4
26790,44703.35347,0.79,5.0
26791,44703.35694,0.98,5.4
26792,44703.36042,0.83,5.3
26793,44703.36389,0.83,5.0
26794,44703.367360000004,0.91,5.1
26795,44703.37083,0.96,5.7
26796,44703.37431,0.92,5.2
26797,44703.37778,0.8,5.8
26798,44703.38125,1.32,6.1
26799,44703.38472,0.65,6.2
26800,44703.38819,0.66,8.1
26801,44703.39167,0.69,8.6
26802,44703.39514,0.72,8.9
26803,44703.398610000004,0.7,7.0
26804,44703.40208,0.64,8.0
26805,44703.40556,0.6,6.9
26806,44703.40903,0.64,7.6
26807,44703.4125,0.71,6.6
26808,44703.41597,0.73,7.5
26809,44703.41944,0.76,6.9
26810,44703.42292,0.78,5.9
26811,44703.42639,0.8,7.7
26812,44703.429860000004,0.81,5.7
26813,44703.43333,0.71,5.5
26814,44703.43681,0.74,6.9
26822,44703.46458,0.68,7.0
26844,44703.54097,0.68,5.1
26950,44703.94375,0.57,4.6
26951,44703.94722,0.5,4.5
26952,44703.95069,0.55,5.7
26953,44703.95417,0.59,5.6
26954,44703.95764,0.63,4.9
26955,44703.961110000004,0.68,6.8
26956,44703.96458,0.67,5.9
26957,44703.96806,0.61,7.1
26958,44703.97153,0.61,6.2
26959,44703.975,0.69,7.8
26960,44703.97847,0.71,6.9
26961,44703.98194,0.93,7.8
26962,44703.98542,1.54,8.0
26963,44703.98889,0.98,9.0
26964,44703.992360000004,0.92,9.5
26965,44703.99583,0.86,9.1
26966,44703.99931,0.77,8.3
26967,44704.00278,0.83,9.7
26968,44704.00625,0.77,8.4
26969,44704.00972,0.82,8.6
26970,44704.02014,0.95,8.8
26971,44704.03056,0.9,8.9
26972,44704.03403,0.99,8.0
26973,44704.05139,0.65,6.8
26974,44704.054860000004,0.61,8.1
26975,44704.05833,0.62,7.9
26976,44704.06181,0.7,8.8
26978,44704.06875,1.66,7.7
26979,44704.07222,1.18,5.9
26980,44704.07569,1.24,7.6
26981,44704.07917,1.36,5.9
26982,44704.08264,1.7,6.9
26983,44704.086110000004,1.24,6.5
26984,44704.08958,1.39,6.2
26985,44704.09306,1.17,7.3
26986,44704.09653,1.53,6.7
26987,44704.1,2.83,7.4
26988,44704.10347,1.05,6.0
26989,44704.10694,1.06,7.5
26990,44704.11042,1.28,6.2
26991,44704.11389,1.15,5.2
26992,44704.117360000004,0.83,5.9
26993,44704.12083,0.95,6.1
27007,44704.16944,1.27,6.9
27008,44704.17292,0.62,4.8
27009,44704.17639,0.46,4.7
27010,44704.179860000004,0.51,5.5
27011,44704.18333,1.01,5.8
27012,44704.18681,0.49,6.1
27013,44704.19028,0.5,5.0
27015,44704.19722,0.51,0.1
27018,44704.20764,0.46,4.7
27019,44704.211110000004,0.57,4.9
27020,44704.21458,0.6,5.1
27021,44704.21806,0.64,5.7
27022,44704.22153,0.56,6.6
27023,44704.225,0.62,6.2
27024,44704.22847,0.46,6.4
27025,44704.23194,0.53,6.5
27026,44704.23542,0.49,7.1
27027,44704.23889,0.58,6.6
27028,44704.242360000004,0.68,6.3
27029,44704.24583,0.59,6.6
27030,44704.24931,0.57,6.8
27031,44704.25278,0.57,6.7
27032,44704.26319,0.58,6.8
27033,44704.26667,0.6,7.1
27034,44704.27014,0.64,6.6
27035,44704.273610000004,0.56,7.2
27036,44704.27708,0.52,6.9
27037,44704.28056,0.46,8.1
27038,44704.29097,1.59,8.6
27039,44704.29444,0.73,8.0
27040,44704.29792,0.7,8.2
27041,44704.30139,0.66,9.7
27042,44704.304860000004,0.69,8.3
27043,44704.30833,0.74,9.2
27044,44704.31181,0.69,8.4
27045,44704.31528,0.69,0.1
27046,44704.31875,0.68,8.2
27047,44704.32222,0.61,6.3
27048,44704.32569,0.67,0.1
27049,44704.32917,0.59,7.4
27050,44704.33264,1.23,7.8
27051,44704.336110000004,0.73,7.1
27052,44704.33958,0.67,5.8
27053,44704.34306,0.64,5.3
27054,44704.34653,0.83,6.4
27055,44704.35,0.74,5.2
27056,44704.35347,0.71,5.1
27057,44704.35694,0.75,5.4
27058,44704.38125,0.86,7.1
27059,44704.38472,0.88,6.4
27060,44704.38819,0.79,6.7
27061,44704.40208,0.71,6.5
27062,44704.40556,0.75,6.8
27063,44704.40903,0.75,6.0
27064,44704.4125,0.96,7.2
27065,44704.41597,0.75,6.9
27066,44704.41944,0.84,8.3
27067,44704.42292,0.79,7.7
27068,44704.42639,0.98,8.7
27069,44704.429860000004,0.86,9.4
27070,44704.43333,0.76,8.9
27071,44704.43681,0.86,8.7
27072,44704.44028,0.96,7.5
27079,44704.475,0.95,10.1
27091,44704.54097,0.95,9.8
27125,44704.67639,6.96,5.8
27195,44704.94722,2.36,5.4
27196,44704.95764,0.76,5.2
27234,44705.12083,3.65,9.1
27235,44705.12431,0.87,9.3
27236,44705.12778,1.4,8.7
27237,44705.13125,0.95,9.3
27238,44705.13472,0.78,8.9
27239,44705.13819,0.72,8.0
27240,44705.148610000004,1.43,8.3
27241,44705.15208,1.0,8.2
27242,44705.1625,0.77,8.2
27243,44705.16597,1.01,6.5
27244,44705.16944,1.45,7.2
27245,44705.17292,0.75,6.6
27246,44705.17639,0.65,7.0
27247,44705.179860000004,0.65,6.8
27248,44705.18333,0.59,6.7
27249,44705.19375,0.68,5.9
27250,44705.19722,0.67,5.4
27282,44705.34306,2.42,7.2
27283,44705.34653,0.64,0.1
27284,44705.35694,0.63,7.5
27285,44705.36042,0.63,7.7
27286,44705.36389,0.69,7.6
27287,44705.367360000004,0.67,7.4
27288,44705.37083,0.64,6.7
27289,44705.37431,0.63,6.5
27290,44705.37778,0.64,7.8
27293,44705.39514,0.76,9.1
27294,44705.398610000004,0.64,8.1
27295,44705.40208,0.68,8.4
27296,44705.4125,0.71,7.2
27297,44705.41597,0.74,8.5
27298,44705.41944,0.72,7.9
27299,44705.42292,0.7,8.5
27300,44705.42639,0.81,6.4
27301,44705.429860000004,0.82,7.9
27302,44705.43333,0.67,8.4
27303,44705.43681,0.79,9.1
27304,44705.44722,0.79,7.3
27307,44705.46458,0.82,10.0
27322,44705.54097,0.82,8.5
27345,44705.62083,7.21,7.8
27346,44705.62431,7.17,9.7
27360,44705.67292,7.55,6.8
27362,44705.679860000004,7.35,6.0
27379,44705.74583,8.15,4.1
27380,44705.74931,6.54,3.5
27410,44705.94722,1.89,7.2
27419,44705.992360000004,0.7,5.9
27420,44706.00278,0.66,6.7
27421,44706.00625,0.64,6.1
27422,44706.01667,0.76,7.2
27423,44706.02014,0.77,7.0
27424,44706.023610000004,0.78,6.9
27425,44706.02708,0.93,6.4
27426,44706.03056,0.81,6.7
27427,44706.03403,0.86,8.0
27428,44706.0375,0.81,8.5
27429,44706.04097,0.89,8.0
27430,44706.06528,0.91,7.9
27431,44706.06875,0.87,8.1
27432,44706.07222,0.87,7.8
27433,44706.07569,0.86,8.0
27434,44706.07917,0.79,8.3
27435,44706.08958,0.81,7.5
27436,44706.09306,0.88,7.7
27437,44706.09653,0.99,8.6
27438,44706.1,0.94,8.1
27439,44706.11042,1.25,9.0
27440,44706.11389,0.96,8.2
27441,44706.117360000004,0.83,8.4
27442,44706.12083,0.86,7.8
27443,44706.12431,0.99,8.8
27444,44706.14167,1.1,8.6
27445,44706.14514,1.72,8.3
27446,44706.148610000004,1.28,8.5
27447,44706.15208,1.38,10.0
27448,44706.15556,1.33,10.2
27449,44706.15903,1.14,10.4
27450,44706.16944,1.11,7.3
27451,44706.17292,1.04,10.1
27452,44706.18333,0.98,8.6
27453,44706.18681,1.01,9.3
27454,44706.19028,0.92,9.6
27455,44706.19375,1.03,8.4
27456,44706.20417,1.25,8.5
27457,44706.20764,1.01,8.4
27458,44706.211110000004,1.04,6.3
27459,44706.21458,1.19,8.7
27460,44706.21806,1.07,8.1
27461,44706.22153,1.16,8.0
27462,44706.225,1.46,8.2
27463,44706.22847,1.41,8.4
27464,44706.23194,1.14,8.5
27465,44706.23542,1.2,8.2
27466,44706.23889,2.22,8.9
27467,44706.242360000004,1.21,8.4
27468,44706.24583,1.07,8.9
27469,44706.24931,1.08,7.9
27470,44706.25278,1.08,8.2
27471,44706.25625,1.02,7.8
27476,44706.273610000004,0.7,7.7
27477,44706.27708,0.68,7.1
27478,44706.28056,0.58,8.1
27479,44706.28403,0.57,8.0
27480,44706.2875,0.5,7.5
27481,44706.29097,0.53,8.4
27482,44706.29444,0.51,8.3
27483,44706.29792,0.53,8.7
27484,44706.30139,0.54,7.3
27485,44706.304860000004,0.52,0.1
27486,44706.30833,0.48,9.0
27487,44706.31875,1.81,8.6
27507,44706.40208,0.66,8.7
27513,44706.46458,0.62,6.2
27515,44706.55139,0.62,8.3
27560,44706.75625,6.23,6.9
27561,44706.75972,4.89,5.9
27609,44706.95417,1.17,5.8
27610,44706.95764,0.39,5.6
27624,44707.02014,0.49,5.2
27625,44707.023610000004,0.44,5.5
27638,44707.09306,0.43,4.9
27639,44707.09653,0.41,4.8
27640,44707.10694,0.44,4.7
27641,44707.11042,0.56,4.5
27642,44707.12083,0.44,4.5
27643,44707.13125,0.46,5.1
27644,44707.13472,0.43,5.0
27645,44707.13819,0.41,6.5
27646,44707.14167,0.42,6.4
27647,44707.14514,0.42,6.1
27648,44707.148610000004,0.55,6.4
27649,44707.15208,0.58,6.1
27650,44707.1625,0.6,5.9
27651,44707.16597,0.61,6.1
27652,44707.16944,0.68,6.6
27653,44707.17292,0.57,6.3
27654,44707.17639,0.54,6.7
27655,44707.179860000004,0.55,6.3
27656,44707.18333,0.54,6.7
27657,44707.18681,0.55,6.8
27658,44707.19028,0.53,6.3
27683,44707.29097,0.75,7.9
27684,44707.29444,0.64,6.9
27685,44707.29792,0.68,0.1
27686,44707.30139,0.57,6.7
27687,44707.31181,0.55,6.6
27712,44707.46458,0.62,7.9
27728,44707.54097,0.62,6.4
27782,44707.74931,7.52,2.1
27830,44707.93681,5.14,5.4
27831,44707.94722,1.54,5.3
27832,44707.95069,0.78,5.1
27833,44707.95417,0.82,4.9
27834,44707.96806,0.81,4.3
27841,44707.992360000004,1.2,5.1
27851,44708.02708,1.1,6.1
27852,44708.03056,1.05,6.0
27853,44708.03403,0.95,6.1
27854,44708.0375,1.03,6.4
27855,44708.04097,0.79,6.6
27856,44708.04444,0.86,6.4
27858,44708.05833,0.78,5.9
27859,44708.06181,0.98,5.7
27860,44708.06528,0.87,6.4
27861,44708.06875,0.72,5.9
27862,44708.07222,1.0,5.6
27863,44708.07569,0.77,4.9
27864,44708.07917,0.95,6.2
27865,44708.08264,0.84,6.4
27866,44708.086110000004,0.95,6.0
27867,44708.08958,0.92,5.7
27868,44708.09306,0.94,6.0
27869,44708.09653,0.99,5.6
27870,44708.1,0.96,6.1
27871,44708.10347,1.08,6.2
27872,44708.10694,1.1,6.0
27873,44708.11042,1.1,5.9
27874,44708.11389,1.22,5.8
27875,44708.117360000004,1.16,5.7
27876,44708.12083,1.26,4.7
27877,44708.12431,1.07,4.9
27890,44708.16944,0.94,6.1
27891,44708.17292,0.84,5.8
27892,44708.17639,0.87,5.9
27893,44708.18681,0.91,5.6
27905,44708.23542,0.69,5.9
27906,44708.23889,1.0,5.8
27907,44708.242360000004,0.92,6.7
27908,44708.24583,0.95,6.8
27909,44708.24931,0.92,6.5
27910,44708.25278,0.78,6.2
27917,44708.2875,0.95,6.0
27918,44708.29097,0.88,6.4
27919,44708.29444,0.82,5.9
27920,44708.29792,1.0,6.0
27921,44708.30139,1.24,6.3
27922,44708.304860000004,0.96,6.7
27923,44708.30833,1.04,7.5
27924,44708.31181,1.14,8.3
27925,44708.32917,1.1,6.8
27926,44708.33264,0.83,7.7
27927,44708.336110000004,0.83,8.0
27928,44708.33958,0.84,8.8
27929,44708.34306,0.71,8.0
27930,44708.34653,0.8,8.7
27931,44708.35,0.63,9.3
27932,44708.35347,0.69,8.7
27933,44708.35694,0.7,9.0
27934,44708.36042,0.6,8.5
27935,44708.36389,0.63,7.9
27936,44708.367360000004,0.62,6.9
27937,44708.37083,0.58,6.8
27938,44708.37431,0.57,8.1
27939,44708.37778,0.62,9.0
27940,44708.38125,0.56,8.5
27941,44708.38472,0.5,0.1
27942,44708.38819,0.55,7.9
27943,44708.39167,0.48,8.0
27944,44708.39514,0.61,8.3
27945,44708.398610000004,0.64,8.6
27946,44708.40208,0.65,8.8
27947,44708.40556,1.48,8.9
27948,44708.40903,0.66,7.7
27949,44708.4125,0.61,7.6
27951,44708.429860000004,1.05,8.5
27952,44708.43333,1.01,8.2
27953,44708.43681,0.95,7.8
27954,44708.44028,1.02,6.0
27955,44708.44375,1.04,6.7
27958,44708.46806,0.95,8.4
27960,44708.54444,0.95,7.2
28007,44708.77014,0.09,4.5
28008,44708.773610000004,0.88,2.9
28009,44708.77708,1.71,3.7
28010,44708.78056,2.07,2.8
28029,44708.95069,0.61,5.7
28030,44708.95417,0.77,5.6
28031,44708.95764,0.62,5.5
28032,44708.961110000004,0.61,6.0
28033,44708.96458,0.67,6.5
28034,44708.96806,0.64,6.9
28035,44708.97153,0.67,7.0
28036,44708.975,0.6,7.4
28155,44709.46458,0.64,10.1
28186,44709.57222,0.64,9.7
28284,44709.94028,2.82,8.0
28285,44709.94375,3.74,9.7
28286,44709.94722,5.19,9.2
28287,44709.95069,6.88,10.9
28288,44709.95417,8.03,10.5
28431,44710.46458,8.13,8.8
28453,44710.54097,8.13,10.6
28560,44711.00625,1.85,10.7
28561,44711.00972,1.74,10.4
28562,44711.01319,1.97,10.5
28563,44711.01667,1.61,10.2
28564,44711.02014,1.76,10.4
28565,44711.023610000004,1.68,9.2
28566,44711.03403,1.63,8.7
28567,44711.0375,1.48,9.0
28568,44711.04792,1.27,8.5
28569,44711.05139,1.06,7.1
28570,44711.054860000004,1.07,7.9
28571,44711.05833,1.01,9.1
28572,44711.06181,1.01,7.6
28573,44711.06528,5.66,5.9
28574,44711.06875,1.8,8.3
28575,44711.07222,1.16,7.9
28576,44711.07569,3.04,7.2
28577,44711.07917,2.56,7.7
28578,44711.08264,1.21,7.2
28579,44711.086110000004,1.11,6.8
28580,44711.08958,1.91,7.0
28675,44711.47153,1.91,10.4
28695,44711.54792,1.91,7.6
28746,44711.74583,4.34,6.3
28747,44711.74931,1.67,5.7
28793,44712.46458,1.67,12.8
28797,44712.54097,1.67,12.6
28804,44712.66944,4.55,0.8
28805,44712.67292,1.78,0.7
28862,44713.46458,1.78,12.2
28863,44713.55139,1.78,12.3
28864,44713.62083,6.84,7.5
28865,44713.62431,5.8,9.3
28866,44713.62778,5.52,9.7
28867,44713.63125,5.48,8.0
28940,44714.48194,5.51,8.3
28952,44714.54097,5.51,9.2
28966,44714.804860000004,4.62,8.2
29135,44715.46458,1.61,0.1
29157,44715.54097,1.61,9.4
29199,44715.76667,2.5,13.0
29200,44715.77708,7.65,12.0
29384,44716.46458,6.24,15.8
29415,44716.57222,6.24,0.9
29619,44717.46458,6.24,11.8
29634,44717.54097,6.24,19.8
29724,44717.929860000004,1.93,15.4
29725,44717.93333,1.8,16.5
29726,44717.93681,1.83,16.4
29727,44717.94028,1.82,14.8
29738,44717.98542,2.24,12.8
29739,44717.98889,2.44,16.7
29740,44717.992360000004,3.12,15.3
29741,44717.99583,2.3,15.0
29742,44717.99931,2.19,14.9
29743,44718.00278,2.65,13.1
29744,44718.00625,2.31,13.6
29745,44718.03056,1.71,15.0
29746,44718.03403,1.58,17.1
29747,44718.0375,1.51,13.1
29748,44718.04097,1.51,14.9
29749,44718.04444,1.41,14.7
29750,44718.04792,1.48,11.3
29751,44718.05139,1.85,13.7
29752,44718.054860000004,2.04,12.3
29754,44718.06875,1.89,16.3
29755,44718.07222,1.54,17.7
29756,44718.07569,1.44,14.1
29757,44718.07917,1.64,16.2
29758,44718.08264,2.15,16.3
29759,44718.086110000004,1.94,12.6
29760,44718.08958,2.04,14.8
29761,44718.09306,1.99,15.9
29851,44718.47153,2.01,9.8
29868,44718.5375,2.01,15.8
29901,44718.75278,2.88,15.7
29902,44718.75625,1.16,21.6
29950,44718.94375,1.55,11.8
29952,44718.95069,0.58,0.1
29991,44719.10694,0.83,20.1
29992,44719.11042,0.81,20.2
29993,44719.11389,0.86,18.3
29994,44719.117360000004,0.87,17.9
29995,44719.12083,0.85,1.9
29996,44719.12431,0.86,18.0
29997,44719.12778,0.8,14.9
29998,44719.13125,0.93,15.9
29999,44719.13472,0.75,17.1
30000,44719.13819,0.66,18.0
30001,44719.14167,0.78,19.0
30002,44719.14514,0.79,19.1
30003,44719.148610000004,0.77,15.7
30004,44719.15208,0.79,13.7
30005,44719.15556,0.77,17.2
30020,44719.21458,1.17,15.0
30021,44719.21806,1.27,15.3
30022,44719.22153,1.21,16.4
30023,44719.225,1.09,15.3
30046,44719.31181,0.72,21.2
30047,44719.31528,0.66,14.9
30048,44719.32569,0.69,0.2
30084,44719.46458,0.71,0.1
30101,44719.5375,0.71,17.8
30136,44719.74931,0.71,11.1
30137,44719.82222,2.74,6.6
30139,44719.85,2.74,5.7
30140,44719.87431,2.74,8.1
30141,44719.93681,0.59,4.6
30142,44719.94722,0.54,5.3
30143,44720.28056,0.83,4.7
30144,44720.28403,0.66,4.5
30145,44720.2875,0.62,4.1
30146,44720.31181,0.87,2.7
30147,44720.31528,1.01,2.3
30148,44720.31875,0.85,2.8
30149,44720.32222,0.74,2.6
30150,44720.32569,0.71,1.9
30151,44720.32917,0.78,1.7
30152,44720.33264,0.89,0.9
30153,44720.34306,0.86,1.0
30154,44720.34653,0.7,0.8
30155,44720.35,0.76,0.9
30156,44720.35347,2.23,1.4
30157,44720.36389,0.85,1.9
30158,44720.367360000004,0.8,1.8
30159,44720.38125,0.76,2.0
30160,44720.46458,0.79,3.9
30161,44720.55139,0.79,2.2
30162,44720.79444,1.72,6.1
30163,44720.80139,1.72,4.9
30164,44720.94375,0.57,2.8
30165,44721.21458,0.77,11.8
30166,44721.21806,1.01,10.4
30167,44721.22153,0.78,11.6
30168,44721.225,1.07,11.1
30169,44721.24931,0.81,9.5
30170,44721.25278,0.84,10.0
30171,44721.25625,0.87,10.1
30172,44721.273610000004,0.87,10.0
30173,44721.31528,1.44,10.1
30174,44721.31875,1.13,10.2
30175,44721.32222,1.21,10.4
30176,44721.32569,1.28,10.6
30177,44721.32917,1.3,11.2
30178,44721.33264,1.25,10.5
30179,44721.336110000004,1.42,10.1
30180,44721.33958,1.18,9.5
30181,44721.35,0.97,7.9
30182,44721.35347,0.83,6.7
30183,44721.35694,0.83,6.6
30184,44721.36042,0.88,6.8
